id,slug,name_en,name_local,type,subtype,country,region,currency,domain,logo_clearbit,logo_brandfetch,logo_svgl,brand_color,swift_bic,notes
226,GrabPayMY,GrabPay,GrabPay,wallet,mobile_payment,Malaysia,Southeast Asia,MYR,grab.com,https://logo.clearbit.com/grab.com,https://cdn.brandfetch.io/grab.com/w/200/h/200,,#00B14F,,Grab super-app wallet
227,Setel,Setel,Setel,wallet,mobile_payment,Malaysia,Southeast Asia,MYR,setel.my,https://logo.clearbit.com/setel.my,https://cdn.brandfetch.io/setel.my/w/200/h/200,,#E20000,,PETRONAS fuel & payments app
228,PayNow,PayNow,PayNow,wallet,bank_transfer,Singapore,Southeast Asia,SGD,abs.org.sg,https://logo.clearbit.com/abs.org.sg,https://cdn.brandfetch.io/abs.org.sg/w/200/h/200,,#E70013,,Singapore interbank QR/transfer
229,NETS,NETS,Network for Electronic Transfers,wallet,bank_transfer,Singapore,Southeast Asia,SGD,nets.com.sg,https://logo.clearbit.com/nets.com.sg,https://cdn.brandfetch.io/nets.com.sg/w/200/h/200,,#00529B,,Singapore's national debit network
230,GrabPaySG,GrabPay SG,GrabPay Singapore,wallet,mobile_payment,Singapore,Southeast Asia,SGD,grab.com,https://logo.clearbit.com/grab.com,https://cdn.brandfetch.io/grab.com/w/200/h/200,,#00B14F,,
231,PayLah,DBS PayLah!,DBS PayLah!,wallet,mobile_payment,Singapore,Southeast Asia,SGD,dbs.com,https://logo.clearbit.com/dbs.com,https://cdn.brandfetch.io/dbs.com/w/200/h/200,,#DD0000,,DBS Bank's mobile wallet
232,PayPay,PayPay,PayPay Corporation,wallet,mobile_payment,Japan,East Asia,JPY,paypay.ne.jp,https://logo.clearbit.com/paypay.ne.jp,https://cdn.brandfetch.io/paypay.ne.jp/w/200/h/200,,#FF0033,,Japan's #1 QR payment; 60M users
233,LinePay,LINE Pay,LINE Pay,wallet,mobile_payment,Japan,East Asia,JPY,line.me,https://logo.clearbit.com/line.me,https://cdn.brandfetch.io/line.me/w/200/h/200,,#00B900,,LINE messaging + payments
234,RakutenPay,Rakuten Pay,楽天ペイ,wallet,mobile_payment,Japan,East Asia,JPY,rakuten.co.jp,https://logo.clearbit.com/rakuten.co.jp,https://cdn.brandfetch.io/rakuten.co.jp/w/200/h/200,,#BF0000,,Rakuten ecosystem
235,Merpay,Merpay,メルペイ,wallet,mobile_payment,Japan,East Asia,JPY,merpay.com,https://logo.clearbit.com/merpay.com,https://cdn.brandfetch.io/merpay.com/w/200/h/200,,#009BCE,,Mercari marketplace wallet
236,dPayment,d Payment,dポイント,wallet,mobile_payment,Japan,East Asia,JPY,docomo.ne.jp,https://logo.clearbit.com/docomo.ne.jp,https://cdn.brandfetch.io/docomo.ne.jp/w/200/h/200,,#CC0000,,NTT Docomo mobile payment
237,KakaoPay,Kakao Pay,카카오페이,wallet,mobile_payment,South Korea,East Asia,KRW,kakaopay.com,https://logo.clearbit.com/kakaopay.com,https://cdn.brandfetch.io/kakaopay.com/w/200/h/200,,#FAE100,,Kakao super-app; 38M users
238,NaverPay,Naver Pay,네이버페이,wallet,mobile_payment,South Korea,East Asia,KRW,naver.com,https://logo.clearbit.com/naver.com,https://cdn.brandfetch.io/naver.com/w/200/h/200,,#03C75A,,Naver search + payments
239,Toss,Toss,비바리퍼블리카,wallet,neobank,South Korea,East Asia,KRW,toss.im,https://logo.clearbit.com/toss.im,https://cdn.brandfetch.io/toss.im/w/200/h/200,,#0064FF,,Korea's fintech unicorn
240,SamsungPay,Samsung Pay,Samsung Pay,wallet,mobile_payment,South Korea,East Asia,KRW,samsung.com,https://logo.clearbit.com/samsung.com,https://cdn.brandfetch.io/samsung.com/w/200/h/200,,#1428A0,,NFC + MST payment
241,Paytm,Paytm,One97 Communications,wallet,mobile_payment,India,South Asia,INR,paytm.com,https://logo.clearbit.com/paytm.com,https://cdn.brandfetch.io/paytm.com/w/200/h/200,,#002970,,India's OG fintech; 350M users
242,PhonePe,PhonePe,PhonePe Pvt Ltd,wallet,mobile_payment,India,South Asia,INR,phonepe.com,https://logo.clearbit.com/phonepe.com,https://cdn.brandfetch.io/phonepe.com/w/200/h/200,,#5F259F,,Walmart-owned; India UPI leader
243,GPay,Google Pay India,Google Pay,wallet,mobile_payment,India,South Asia,INR,pay.google.com,https://logo.clearbit.com/pay.google.com,https://cdn.brandfetch.io/pay.google.com/w/200/h/200,,#4285F4,,UPI-based; India's top payment app
244,BHIMUPI,BHIM UPI,BHIM,wallet,bank_transfer,India,South Asia,INR,bhimupi.org.in,https://logo.clearbit.com/bhimupi.org.in,https://cdn.brandfetch.io/bhimupi.org.in/w/200/h/200,,#003DA5,,NPCI's UPI reference app
245,Razorpay,Razorpay,Razorpay Software,wallet,payment_gateway,India,South Asia,INR,razorpay.com,https://logo.clearbit.com/razorpay.com,https://cdn.brandfetch.io/razorpay.com/w/200/h/200,,#2EB5C1,,India's Stripe
246,MobiKwik,MobiKwik,One MobiKwik Systems,wallet,mobile_payment,India,South Asia,INR,mobikwik.com,https://logo.clearbit.com/mobikwik.com,https://cdn.brandfetch.io/mobikwik.com/w/200/h/200,,#28A8E0,,
247,Freecharge,Freecharge,Freecharge,wallet,mobile_payment,India,South Asia,INR,freecharge.in,https://logo.clearbit.com/freecharge.in,https://cdn.brandfetch.io/freecharge.in/w/200/h/200,,#FF6600,,Axis Bank subsidiary
248,AmazonPayIN,Amazon Pay India,Amazon Pay India,wallet,mobile_payment,India,South Asia,INR,amazon.in,https://logo.clearbit.com/amazon.in,https://cdn.brandfetch.io/amazon.in/w/200/h/200,,#FF9900,,
249,GCash,GCash,GCash,wallet,mobile_payment,Philippines,Southeast Asia,PHP,gcash.com,https://logo.clearbit.com/gcash.com,https://cdn.brandfetch.io/gcash.com/w/200/h/200,,#007DFF,,Philippines #1 e-wallet; 81M users
250,Maya,Maya,Maya Philippines,wallet,neobank,Philippines,Southeast Asia,PHP,maya.ph,https://logo.clearbit.com/maya.ph,https://cdn.brandfetch.io/maya.ph/w/200/h/200,,#6DC067,,Digital bank + wallet; formerly PayMaya
251,OVO,OVO,PT Visionet Internasional,wallet,mobile_payment,Indonesia,Southeast Asia,IDR,ovo.id,https://logo.clearbit.com/ovo.id,https://cdn.brandfetch.io/ovo.id/w/200/h/200,,#4C3494,,Grab's Indonesia wallet; 100M+
252,GoPay,GoPay,PT Dompet Anak Bangsa,wallet,mobile_payment,Indonesia,Southeast Asia,IDR,gopay.co.id,https://logo.clearbit.com/gopay.co.id,https://cdn.brandfetch.io/gopay.co.id/w/200/h/200,,#00AED6,,Gojek's payment arm
253,DANA,DANA,PT Espay Debit Indonesia Koe,wallet,mobile_payment,Indonesia,Southeast Asia,IDR,dana.id,https://logo.clearbit.com/dana.id,https://cdn.brandfetch.io/dana.id/w/200/h/200,,#1080D0,,Ant Group-backed; 140M users
254,ShopeePayID,ShopeePay ID,ShopeePay Indonesia,wallet,mobile_payment,Indonesia,Southeast Asia,IDR,shopee.co.id,https://logo.clearbit.com/shopee.co.id,https://cdn.brandfetch.io/shopee.co.id/w/200/h/200,,#EE4D2D,,Sea Group
255,LinkAja,LinkAja,PT Fintek Karya Nusantara,wallet,mobile_payment,Indonesia,Southeast Asia,IDR,linkaja.id,https://logo.clearbit.com/linkaja.id,https://cdn.brandfetch.io/linkaja.id/w/200/h/200,,#E82529,,Telkomsel-backed
256,TrueMoney,TrueMoney,TrueMoney,wallet,mobile_payment,Thailand,Southeast Asia,THB,truemoney.com,https://logo.clearbit.com/truemoney.com,https://cdn.brandfetch.io/truemoney.com/w/200/h/200,,#FF6000,,Charoen Pokphand Group
257,PromptPay,PromptPay,National ITMX,wallet,bank_transfer,Thailand,Southeast Asia,THB,promptpay.io,https://logo.clearbit.com/promptpay.io,https://cdn.brandfetch.io/promptpay.io/w/200/h/200,,#004B87,,Thailand's interbank QR standard
258,VNPay,VNPay,VNPAY,wallet,payment_gateway,Vietnam,Southeast Asia,VND,vnpay.vn,https://logo.clearbit.com/vnpay.vn,https://cdn.brandfetch.io/vnpay.vn/w/200/h/200,,#D81921,,Vietnam's largest payment gateway
259,MoMo,MoMo,MoMo,wallet,mobile_payment,Vietnam,Southeast Asia,VND,momo.vn,https://logo.clearbit.com/momo.vn,https://cdn.brandfetch.io/momo.vn/w/200/h/200,,#A50064,,Vietnam's top e-wallet; 31M users
260,ZaloPay,ZaloPay,VNG Corporation,wallet,mobile_payment,Vietnam,Southeast Asia,VND,zalopay.vn,https://logo.clearbit.com/zalopay.vn,https://cdn.brandfetch.io/zalopay.vn/w/200/h/200,,#006AF5,,Zalo messaging + payments
261,WaveMoney,Wave Money,Wave Money,wallet,mobile_payment,Myanmar,Southeast Asia,MMK,wavemoney.com.mm,https://logo.clearbit.com/wavemoney.com.mm,https://cdn.brandfetch.io/wavemoney.com.mm/w/200/h/200,,#FF6600,,Myanmar's leading mobile wallet
262,WingCambodia,Wing Bank,Wing Bank (Cambodia),wallet,mobile_payment,Cambodia,Southeast Asia,KHR,wingmoney.com,https://logo.clearbit.com/wingmoney.com,https://cdn.brandfetch.io/wingmoney.com/w/200/h/200,,#E30613,,
263,MercadoPago,Mercado Pago,Mercado Pago,wallet,mobile_payment,Argentina,Latin America,USD,mercadopago.com,https://logo.clearbit.com/mercadopago.com,https://cdn.brandfetch.io/mercadopago.com/w/200/h/200,,#009EE3,,MercadoLibre's fintech; 50M+ users
264,PicPay,PicPay,PicPay Serviços,wallet,mobile_payment,Brazil,Latin America,BRL,picpay.com,https://logo.clearbit.com/picpay.com,https://cdn.brandfetch.io/picpay.com/w/200/h/200,,#21C25E,,Brazil's popular P2P app
265,PagSeguro,PagSeguro,PagSeguro Digital,wallet,payment_gateway,Brazil,Latin America,BRL,pagseguro.uol.com.br,https://logo.clearbit.com/pagseguro.uol.com.br,https://cdn.brandfetch.io/pagseguro.uol.com.br/w/200/h/200,,#00B247,,Brazil payments & PoS
266,Pix,Pix,Banco Central do Brasil,wallet,bank_transfer,Brazil,Latin America,BRL,bcb.gov.br,https://logo.clearbit.com/bcb.gov.br,https://cdn.brandfetch.io/bcb.gov.br/w/200/h/200,,#01C4A0,,Brazil's instant payment system
267,RappiPay,Rappi Pay,Rappi,wallet,mobile_payment,Colombia,Latin America,COP,rappi.com,https://logo.clearbit.com/rappi.com,https://cdn.brandfetch.io/rappi.com/w/200/h/200,,#FF441F,,LatAm super-app
268,OXXO,OXXO Pay,OXXO,wallet,cash_payment,Mexico,Latin America,MXN,oxxo.com,https://logo.clearbit.com/oxxo.com,https://cdn.brandfetch.io/oxxo.com/w/200/h/200,,#E8002B,,Mexico's leading cash voucher payment
269,MPesa,M-Pesa,Safaricom M-Pesa,wallet,mobile_money,Kenya,Africa,KES,safaricom.com,https://logo.clearbit.com/safaricom.com,https://cdn.brandfetch.io/safaricom.com/w/200/h/200,,#4CAF50,,Africa's most iconic mobile money; 30M+
270,AirtelMoney,Airtel Money,Airtel Mobile Commerce,wallet,mobile_money,Kenya,Africa,KES,airtel.com,https://logo.clearbit.com/airtel.com,https://cdn.brandfetch.io/airtel.com/w/200/h/200,,#E40000,,Pan-Africa mobile money
271,MTNMoMo,MTN MoMo,MTN Mobile Money,wallet,mobile_money,South Africa,Africa,ZAR,mtn.com,https://logo.clearbit.com/mtn.com,https://cdn.brandfetch.io/mtn.com/w/200/h/200,,#FFD100,,Pan-Africa mobile money; 290M users
272,Flutterwave,Flutterwave,Flutterwave Inc.,wallet,payment_gateway,Nigeria,Africa,NGN,flutterwave.com,https://logo.clearbit.com/flutterwave.com,https://cdn.brandfetch.io/flutterwave.com/w/200/h/200,,#F5A623,,Africa's payment infrastructure unicorn
273,Paystack,Paystack,Paystack Payments,wallet,payment_gateway,Nigeria,Africa,NGN,paystack.com,https://logo.clearbit.com/paystack.com,https://cdn.brandfetch.io/paystack.com/w/200/h/200,,#00C3F7,,Stripe-owned African gateway
274,BPAY,BPAY,BPAY Group,wallet,bank_transfer,Australia,Oceania,AUD,bpay.com.au,https://logo.clearbit.com/bpay.com.au,https://cdn.brandfetch.io/bpay.com.au/w/200/h/200,,#005BAC,,Australia's bill payment network
275,PayID,PayID,NPP Australia,wallet,bank_transfer,Australia,Oceania,AUD,nppa.com.au,https://logo.clearbit.com/nppa.com.au,https://cdn.brandfetch.io/nppa.com.au/w/200/h/200,,#00C3B4,,Australia's instant payments
276,Afterpay,Afterpay,Afterpay,wallet,bnpl,Australia,Oceania,AUD,afterpay.com,https://logo.clearbit.com/afterpay.com,https://cdn.brandfetch.io/afterpay.com/w/200/h/200,,#B2FCE4,,Australia-born BNPL
277,STCPay,STC Pay,Saudi Telecom Company,wallet,mobile_payment,Saudi Arabia,Middle East,SAR,stcpay.com.sa,https://logo.clearbit.com/stcpay.com.sa,https://cdn.brandfetch.io/stcpay.com.sa/w/200/h/200,,#7E0095,,Saudi Arabia's leading e-wallet
278,Fawry,Fawry,Fawry for Banking Technology,wallet,payment_gateway,Egypt,Middle East,EGP,fawry.com,https://logo.clearbit.com/fawry.com,https://cdn.brandfetch.io/fawry.com/w/200/h/200,,#E83E26,,Egypt's #1 payment network
279,PayTabs,PayTabs,PayTabs Group,wallet,payment_gateway,United Arab Emirates,Middle East,AED,paytabs.com,https://logo.clearbit.com/paytabs.com,https://cdn.brandfetch.io/paytabs.com/w/200/h/200,,#0A2F6D,,MENA payment gateway
280,Coinbase,Coinbase,Coinbase Global,wallet,crypto_payment,United States,North America,USD,coinbase.com,https://logo.clearbit.com/coinbase.com,https://cdn.brandfetch.io/coinbase.com/w/200/h/200,https://svgl.app/library/coinbase.svg,#0052FF,,Largest US crypto exchange
281,BinancePay,Binance Pay,Binance,wallet,crypto_payment,Global,Global,USD,binance.com,https://logo.clearbit.com/binance.com,https://cdn.brandfetch.io/binance.com/w/200/h/200,,#F0B90B,,Crypto payment by Binance
282,CryptoCom,Crypto.com Pay,Crypto.com,wallet,crypto_payment,Singapore,Southeast Asia,USD,crypto.com,https://logo.clearbit.com/crypto.com,https://cdn.brandfetch.io/crypto.com/w/200/h/200,,#002D74,,Crypto.com payment layer
283,BitPay,BitPay,BitPay Inc.,wallet,crypto_payment,United States,North America,USD,bitpay.com,https://logo.clearbit.com/bitpay.com,https://cdn.brandfetch.io/bitpay.com/w/200/h/200,,#0D1B2A,,Crypto payment processor
